star_sInd,star_Name,star_L,star_dist,star_Spec,h_star_char_comp_mean,h_star_char_comp_std,h_star_char_comp_sem,h_star_char_comp_nEns,h_star_char_earth_cume_mean,h_star_char_earth_cume_std,h_star_char_earth_cume_sem,h_star_char_earth_cume_nEns,h_star_char_earth_frac_mean,h_star_char_earth_frac_std,h_star_char_earth_frac_sem,h_star_char_earth_frac_nEns,h_star_char_earth_uniq_mean,h_star_char_earth_uniq_std,h_star_char_earth_uniq_sem,h_star_char_earth_uniq_nEns,h_star_char_earth_value_mean,h_star_char_earth_value_std,h_star_char_earth_value_sem,h_star_char_earth_value_nEns,h_star_char_plan_cume_mean,h_star_char_plan_cume_std,h_star_char_plan_cume_sem,h_star_char_plan_cume_nEns,h_star_char_plan_frac_mean,h_star_char_plan_frac_std,h_star_char_plan_frac_sem,h_star_char_plan_frac_nEns,h_star_char_plan_uniq_mean,h_star_char_plan_uniq_std,h_star_char_plan_uniq_sem,h_star_char_plan_uniq_nEns,h_star_char_plan_value_mean,h_star_char_plan_value_std,h_star_char_plan_value_sem,h_star_char_plan_value_nEns,h_star_char_tInt_mean,h_star_char_tInt_std,h_star_char_tInt_sem,h_star_char_tInt_nEns,h_star_char_tIntAvg_mean,h_star_char_tIntAvg_std,h_star_char_tIntAvg_sem,h_star_char_tIntAvg_nEns,h_star_char_tobs1_mean,h_star_char_tobs1_std,h_star_char_tobs1_sem,h_star_char_tobs1_nEns,h_star_char_visit_mean,h_star_char_visit_std,h_star_char_visit_sem,h_star_char_visit_nEns,h_star_det_comp_mean,h_star_det_comp_std,h_star_det_comp_sem,h_star_det_comp_nEns,h_star_det_earth_cume_mean,h_star_det_earth_cume_std,h_star_det_earth_cume_sem,h_star_det_earth_cume_nEns,h_star_det_earth_frac_mean,h_star_det_earth_frac_std,h_star_det_earth_frac_sem,h_star_det_earth_frac_nEns,h_star_det_earth_uniq_mean,h_star_det_earth_uniq_std,h_star_det_earth_uniq_sem,h_star_det_earth_uniq_nEns,h_star_det_earth_value_mean,h_star_det_earth_value_std,h_star_det_earth_value_sem,h_star_det_earth_value_nEns,h_star_det_plan_cume_mean,h_star_det_plan_cume_std,h_star_det_plan_cume_sem,h_star_det_plan_cume_nEns,h_star_det_plan_frac_mean,h_star_det_plan_frac_std,h_star_det_plan_frac_sem,h_star_det_plan_frac_nEns,h_star_det_plan_uniq_mean,h_star_det_plan_uniq_std,h_star_det_plan_uniq_sem,h_star_det_plan_uniq_nEns,h_star_det_plan_value_mean,h_star_det_plan_value_std,h_star_det_plan_value_sem,h_star_det_plan_value_nEns,h_star_det_tInt_mean,h_star_det_tInt_std,h_star_det_tInt_sem,h_star_det_tInt_nEns,h_star_det_tIntAvg_mean,h_star_det_tIntAvg_std,h_star_det_tIntAvg_sem,h_star_det_tIntAvg_nEns,h_star_det_tobs1_mean,h_star_det_tobs1_std,h_star_det_tobs1_sem,h_star_det_tobs1_nEns,h_star_det_visit_mean,h_star_det_visit_std,h_star_det_visit_sem,h_star_det_visit_nEns,h_star_earth_per_star_mean,h_star_earth_per_star_std,h_star_earth_per_star_sem,h_star_earth_per_star_nEns,h_star_plan_per_star_mean,h_star_plan_per_star_std,h_star_plan_per_star_sem,h_star_plan_per_star_nEns,h_star_promo_allplan_mean,h_star_promo_allplan_std,h_star_promo_allplan_sem,h_star_promo_allplan_nEns,h_star_promo_earth_mean,h_star_promo_earth_std,h_star_promo_earth_sem,h_star_promo_earth_nEns,h_star_promo_hzone_mean,h_star_promo_hzone_std,h_star_promo_hzone_sem,h_star_promo_hzone_nEns
618,HIP 84140 A,0.03,6.4,M3V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,22,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,22,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,22,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,22,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.3,0.6276459144608483,0.06276459144608483,100,0.3,0.6276459144608483,0.06276459144608483,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
619,HIP 84195,0.33,20.96,K0V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,19,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,19,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,19,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,19,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.21,0.4560480215720688,0.04560480215720688,100,0.21,0.4560480215720688,0.04560480215720688,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
620,HIP 84405 B,0.69,5.95,K2V,0.5540784656147343,0.08591281829369307,0.022961166513368863,14,0.16,0.4197161137740801,0.04197161137740801,100,0.48666666666666664,0.4687453703475078,0.09374907406950156,25,0.16,0.4197161137740801,0.04197161137740801,100,0.059824620624103646,0.0373258114604092,0.009975742726297965,14,0.16,0.4197161137740801,0.04197161137740801,100,0.48666666666666664,0.4687453703475078,0.09374907406950156,25,0.16,0.4197161137740801,0.04197161137740801,100,0.059824620624103646,0.0373258114604092,0.009975742726297965,14,3.417806451010681,9.628522028083799,0.9628522028083799,100,24.412903221504866,12.410967512974352,3.3169705908522786,14,728.0294620039515,274.0188015329442,73.23460520504881,14,0.14,0.34873508801977715,0.03487350880197772,100,0.6741655504685455,0.0028368450882801308,0.00028368450882801307,100,0.76,1.4710677768343643,0.14710677768343644,100,0.94,0.21984843263788206,0.043969686527576414,25,0.29,0.5737524894864675,0.05737524894864675,100,0.11435883136322758,0.254586942777158,0.0254586942777158,100,0.76,1.4710677768343643,0.14710677768343644,100,0.94,0.21984843263788206,0.043969686527576414,25,0.29,0.5737524894864675,0.05737524894864675,100,0.11435883136322758,0.254586942777158,0.0254586942777158,100,5.317151184773171,2.0684294153035365,0.20684294153035365,100,1.4993587945991207,0.038969209348759824,0.0038969209348759825,100,38.421340484810635,1.29817806235127,0.129817806235127,100,3.54,1.358995469774895,0.1358995469774895,100,0.31,0.5978919195596704,0.05978919195596703,100,0.31,0.5978919195596704,0.05978919195596703,100,0.22,0.41633319989322687,0.04163331998932269,100,0.22,0.41633319989322687,0.04163331998932269,100,0.22,0.41633319989322687,0.04163331998932269,100
621,HIP 84478,0.16,5.95,K5V,0.5490080077121388,0.14164240002686118,0.036571910428058824,15,0.17,0.4277023415055067,0.042770234150550666,100,0.7142857142857143,0.46291004988627577,0.10101525445522108,21,0.17,0.4277023415055067,0.042770234150550666,100,0.3083212880759054,0.2548592011592449,0.06580436278116543,15,0.17,0.4277023415055067,0.042770234150550666,100,0.7142857142857143,0.46291004988627577,0.10101525445522108,21,0.17,0.4277023415055067,0.042770234150550666,100,0.3083212880759054,0.2548592011592449,0.06580436278116543,15,1.1251618415521027,4.051300913220961,0.40513009132209615,100,7.501078943680685,8.0511623252954,2.078801173565444,15,409.36343427665025,293.19406485253865,75.70238202538263,15,0.15,0.35887028128263715,0.035887028128263714,100,0.6689092260135245,0.013358169561146275,0.0013358169561146274,100,0.45,1.07661084384791,0.10766108438479101,100,0.6666666666666666,0.45643546458763845,0.09960238411119948,21,0.15,0.35887028128263715,0.035887028128263714,100,0.09252102485697061,0.24722906081010282,0.02472290608101028,100,0.45,1.07661084384791,0.10766108438479101,100,0.6666666666666666,0.45643546458763845,0.09960238411119948,21,0.15,0.35887028128263715,0.035887028128263714,100,0.09252102485697061,0.24722906081010282,0.02472290608101028,100,3.564096545637749,1.640065205458753,0.1640065205458753,100,1.0487801842402342,0.12045507756503929,0.01204550775650393,100,46.78559051183525,2.8070004743786456,0.2807000474378646,100,3.35,1.2007993970348227,0.12007993970348227,100,0.23,0.46828722947879886,0.04682872294787989,100,0.23,0.46828722947879886,0.04682872294787989,100,0.15,0.35887028128263715,0.035887028128263714,100,0.15,0.35887028128263715,0.035887028128263714,100,0.15,0.35887028128263715,0.035887028128263714,100
622,HIP 84607,0.31,24.47,K2V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,23,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,23,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,23,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,23,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.25,0.4793724854411023,0.04793724854411023,100,0.25,0.4793724854411023,0.04793724854411023,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
623,HIP 84616,0.26,18.33,K2V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,26,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,26,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,26,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,26,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.3,0.5412294272573256,0.05412294272573256,100,0.3,0.5412294272573256,0.05412294272573256,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
624,HIP 84709,0.13,6.84,M2V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,26,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,26,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,26,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,26,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.27,0.46828722947879925,0.046828722947879924,100,0.27,0.46828722947879925,0.046828722947879924,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
625,HIP 84720 A,0.52,8.8,M0V,0.5782977142929008,0.06522398674804507,0.017431843700762034,14,0.14,0.3487350880197771,0.03487350880197771,100,0.7647058823529411,0.39990807767315134,0.09699195557553615,17,0.14,0.3487350880197771,0.03487350880197771,100,0.03821285997606603,0.021833078069091016,0.005835135559516182,14,0.14,0.3487350880197771,0.03487350880197771,100,0.7647058823529411,0.39990807767315134,0.09699195557553615,17,0.14,0.3487350880197771,0.03487350880197771,100,0.03821285997606603,0.021833078069091016,0.005835135559516182,14,4.6141004124733564,12.68462198814772,1.268462198814772,100,32.957860089095405,14.808959195087914,3.9578608259096124,14,1004.3156506663643,442.39330824626524,118.23458497564282,14,0.14,0.3487350880197771,0.03487350880197771,100,0.6728906663429055,0.016213492994898663,0.0016213492994898663,100,0.47,1.132218703219123,0.1132218703219123,100,0.8823529411764706,0.3321055820775357,0.08054743492723031,17,0.17,0.4277023415055067,0.042770234150550666,100,0.04700685312695328,0.12641269438850622,0.012641269438850623,100,0.47,1.132218703219123,0.1132218703219123,100,0.8823529411764706,0.3321055820775357,0.08054743492723031,17,0.17,0.4277023415055067,0.042770234150550666,100,0.04700685312695328,0.12641269438850622,0.012641269438850623,100,6.20180806759346,3.1979509536234847,0.31979509536234846,100,1.8018344538570354,0.39105438646678287,0.03910543864667829,100,84.89034324395601,99.89735744167122,9.989735744167122,100,3.38,1.24543611281796,0.124543611281796,100,0.19,0.44255913261233903,0.0442559132612339,100,0.19,0.44255913261233903,0.0442559132612339,100,0.15,0.35887028128263726,0.03588702812826373,100,0.15,0.35887028128263726,0.03588702812826373,100,0.15,0.35887028128263726,0.03588702812826373,100
626,HIP 84862,1.3,14.33,G0V,0.4565890682401396,nan,nan,1,0.01,0.09999999999999999,0.009999999999999998,100,0.03571428571428571,0.18898223650461365,0.03571428571428572,28,0.01,0.09999999999999999,0.009999999999999998,100,0.036252535459754875,nan,nan,1,0.01,0.09999999999999999,0.009999999999999998,100,0.03571428571428571,0.18898223650461365,0.03571428571428572,28,0.01,0.09999999999999999,0.009999999999999998,100,0.036252535459754875,nan,nan,1,0.27584277549638775,2.758427754963878,0.2758427754963878,100,27.584277549638774,nan,nan,1,1171.028989917504,nan,nan,1,0.01,0.09999999999999999,0.009999999999999998,100,0.599678138459983,0.0061314151409110375,0.000673010245631683,83,0.11,0.46914924075501835,0.04691492407550184,100,0.17857142857142858,0.36551044252918896,0.06907498089495717,28,0.07,0.2931886695621029,0.029318866956210287,100,0.013612829785634202,0.052756658463549815,0.00579079557578038,83,0.11,0.46914924075501835,0.04691492407550184,100,0.17857142857142858,0.36551044252918896,0.06907498089495717,28,0.07,0.2931886695621029,0.029318866956210287,100,0.013612829785634202,0.052756658463549815,0.00579079557578038,83,7.833492718159323,3.9165381841366136,0.39165381841366137,100,3.2275741082035467,0.3202882999785471,0.035156208230501175,83,1126.8714999812262,224.12864673696868,24.601315051574094,83,2.44,1.2087225078611301,0.12087225078611301,100,0.33,0.5695115752497343,0.05695115752497343,100,0.33,0.5695115752497343,0.05695115752497343,100,0.01,0.09999999999999999,0.009999999999999998,100,0.01,0.09999999999999999,0.009999999999999998,100,0.01,0.09999999999999999,0.009999999999999998,100
627,HIP 84893,4.42,17.36,F2V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,21,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,21,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,21,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,21,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.22,0.4399265319747764,0.04399265319747764,100,0.22,0.4399265319747764,0.04399265319747764,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
628,HIP 84988,1.12,28.03,G2V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,17,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,17,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,17,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,17,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.2,0.47140452079103135,0.04714045207910313,100,0.2,0.47140452079103135,0.04714045207910313,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
629,HIP 85007,1.35,29.31,F8V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,20,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,20,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,20,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,20,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.24,0.5148305595538257,0.05148305595538257,100,0.24,0.5148305595538257,0.05148305595538257,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
630,HIP 85235,0.44,12.8,K0V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,22,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,22,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.6627942632999206,0.00633980536390578,0.0007523964722402387,71,0.09,0.47343575503062146,0.047343575503062146,100,0.18181818181818182,0.39477101697586126,0.08416546361568647,22,0.04,0.1969463855669324,0.01969463855669324,100,0.00740204985997616,0.031214934221101293,0.003704531139533065,71,0.09,0.47343575503062146,0.047343575503062146,100,0.18181818181818182,0.39477101697586126,0.08416546361568647,22,0.04,0.1969463855669324,0.01969463855669324,100,0.00740204985997616,0.031214934221101293,0.003704531139533065,71,8.74780497512732,6.6529927979258,0.6652992797925801,100,4.900213847804855,0.3115957241577156,0.03697960902020082,71,1507.5817713300055,206.15452015550042,24.466040327430292,71,1.81,1.4262687068860573,0.14262687068860574,100,0.24,0.4739688435398103,0.047396884353981025,100,0.24,0.4739688435398103,0.047396884353981025,100,0.02,0.14070529413628954,0.014070529413628954,100,0.02,0.14070529413628954,0.014070529413628954,100,0.02,0.14070529413628954,0.014070529413628954,100
631,HIP 85268,1.75,27.46,G0V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,24,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,24,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,24,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,24,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.25,0.4578165130223675,0.04578165130223675,100,0.25,0.4578165130223675,0.04578165130223675,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
632,HIP 85295,0.12,7.7,M1V,0.3716685053051535,0.11307274214835511,0.034092714520245315,11,0.11,0.3144660377352203,0.03144660377352203,100,0.4230769230769231,0.5038314736557788,0.09880948137434714,26,0.11,0.3144660377352203,0.03144660377352203,100,0.060486416710948204,0.03790783387365663,0.011429641961276703,11,0.11,0.3144660377352203,0.03144660377352203,100,0.4230769230769231,0.5038314736557788,0.09880948137434714,26,0.11,0.3144660377352203,0.03144660377352203,100,0.060486416710948204,0.03790783387365663,0.011429641961276703,11,2.595621197073578,8.755619862419627,0.8755619862419627,100,23.596556337032528,14.623200051903902,4.409060709679168,11,1401.602347872559,259.4602670570292,78.23021398487052,11,0.11,0.3144660377352203,0.03144660377352203,100,0.6526728206276796,0.01834402685172742,0.001933630210358217,90,0.45,1.0286305498481019,0.10286305498481019,100,0.6538461538461539,0.485164524037584,0.09514859136040756,26,0.18,0.41145221993924125,0.041145221993924126,100,0.02178676994544424,0.048783323340325264,0.005142213786262709,90,0.45,1.0286305498481019,0.10286305498481019,100,0.6538461538461539,0.485164524037584,0.09514859136040756,26,0.18,0.41145221993924125,0.041145221993924126,100,0.02178676994544424,0.048783323340325264,0.005142213786262709,90,17.595199492809996,8.457053821994775,0.8457053821994774,100,6.754389420292547,0.8533435017710457,0.08995030307001445,90,1328.6474728223816,301.0300479722277,31.731353191399705,90,2.69,1.5615001851690034,0.15615001851690033,100,0.27,0.46828722947879936,0.04682872294787994,100,0.27,0.46828722947879936,0.04682872294787994,100,0.12,0.3265986323710906,0.03265986323710906,100,0.12,0.3265986323710906,0.03265986323710906,100,0.12,0.3265986323710906,0.03265986323710906,100
633,HIP 85523,0.02,4.54,M2V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,23,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,23,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,23,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,23,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.26,0.5245488682206023,0.05245488682206023,100,0.26,0.5245488682206023,0.05245488682206023,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
634,HIP 85647,0.11,16.45,M0V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,23,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,23,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,23,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,23,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.29,0.5737524894864674,0.05737524894864674,100,0.29,0.5737524894864674,0.05737524894864674,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
635,HIP 85653,0.63,22.27,G5V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,20,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,20,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,20,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,20,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.22,0.4623173950192379,0.04623173950192379,100,0.22,0.4623173950192379,0.04623173950192379,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
636,HIP 85665,0.05,9.98,M1V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,28,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,28,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,28,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,28,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.31,0.5259911279353165,0.052599112793531654,100,0.31,0.5259911279353165,0.052599112793531654,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
637,HIP 85810,1.27,23.92,G5V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,18,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,18,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,18,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,18,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.19,0.41911402464790604,0.0419114024647906,100,0.19,0.41911402464790604,0.0419114024647906,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
638,HIP 86141,0.19,19.39,K5V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,26,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,26,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,26,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,26,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.29,0.5182526976156114,0.05182526976156114,100,0.29,0.5182526976156114,0.05182526976156114,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
